T95018,T61609,T71025,X55715,T52185,T57633,R78934,T51529,M26697,T51023,D63874,T57630,M36981,M76378,M63391,M76378.2,T79152,H64489,X15183,X14958,Z50753,D31885,U30825,T60155,H40560,R87126,M22382,R42501,T51571,X12671,X70944,M76378.3,H40095,X70326,Z49269,T92451,Z49269.2,R75843,U29092,H43887,H11719,T86473,X12466,R08183,R36977,M80815,U09564,L08069,R84411,T96873,X74295,T40454,X12496,T47377,T62947,L05144,U26312,H77597,R64115,J02854,L41559,L25941,X86693,X74262,X63629,X13482,T83368,M36634,R52081,T86749,H87135,M26383,D42047,T67077,D00596,X53586,X54942,H20819,U17899,J05032,H08393,H06524,U32519,H55916,U25138,U19969,X56597,M91463,X62048,D29808,T60778,M64110,Tissue Type
-0.971904,-0.3247344,0.03902838,0.35991093,-0.6389865,1.1489695,1.6209807,-0.7585095,-0.4577608,-0.6815211,-1.1548394,0.96033806,-1.1232609,1.5400309,1.2650058,1.4732876,0.67378792,0.25690189,0.4671315,-1.7698517,0.40970275,0.17864936,-0.7886879,1.1447922,-0.8999183,1.6521608,-1.1432805,-1.2613548,-0.788644,0.67562291,-0.0552043,1.9398807,-0.8348729,-0.9129439,0.70908105,1.2531482,0.78124698,0.37671005,0.80959272,0.86262541,0.61896433,-0.5029249,-0.0645948,-0.7587839,-0.6934866,0.75306023,-1.4685249,-0.9184165,-0.4514649,-1.3558084,0.75013565,-0.912816,1.6181314,0.51134313,0.07172724,0.9353946,0.16154267,0.13855901,0.00044803,1.6146611,0.80921544,1.3793819,1.020417,0.7182945,-0.6730335,0.60068075,-0.7779985,0.40035704,-0.0337085,-1.1395926,-1.4376671,-1.3553951,1.3398168,1.1926849,-0.710252,-0.721237,-2.2852604,0.49385153,-0.7618002,-1.0186039,-1.0111587,0.57128978,-0.3950762,-0.0083129,1.444486,0.80425043,-1.1260896,1.1485176,-0.9966573,0.64151427,0.8605568,1.599202,Normal
0.51462845,0.35223739,1.4817906,0.10579935,0.70506452,-0.4621939,0.89706635,-0.0540884,-0.7896236,-0.988809,-1.3267554,-0.629574,-0.0552738,1.57658,1.2763751,1.6024079,0.03765124,0.78897082,-1.1663256,-0.9210997,1.0258812,-1.0999292,0.19627978,1.0041963,0.71994899,2.0615075,-0.7857674,-0.3639252,-1.2351616,-1.1407173,-1.3602123,1.8016842,0.02193697,-0.117593,1.0568581,1.0693819,1.0507848,-0.9249315,-1.3678755,0.86068426,0.56355171,-0.51124,-0.6477137,-0.3884028,-0.2777508,1.4913948,0.00340244,-0.1914233,-0.5471966,-1.2711515,-0.2139108,-0.6869773,0.42713407,-0.9158762,0.27119454,1.0703406,-1.3059302,0.52566349,-0.8182463,1.6862471,-0.4700082,-0.3844053,0.72454662,-1.2004527,-1.3219845,-1.9785749,-0.2032128,0.91645885,-0.7136421,-0.8759506,-1.2282043,-1.795917,0.93178926,0.83887691,-0.3373607,-0.9114065,-0.6184142,-1.1701917,0.20272575,-1.0791042,-0.9025103,0.63475218,-1.2807495,0.24917907,0.79272303,0.86384771,-0.0986486,0.0529855,-0.8437927,0.81945122,0.57346068,0.83890794,Normal
1.0356987,1.0174746,1.4669057,0.56466345,1.2890665,0.41436922,0.06284345,1.4836356,-0.5129402,-1.8621765,-1.686066,-0.1189165,1.7392089,0.51756853,-0.8835747,0.37270071,0.81319862,0.26106229,-0.8425883,-1.3336156,0.42013231,-1.9014256,0.97944184,0.00522738,1.0089512,0.73984328,-0.0519168,0.57306268,-0.6124904,-1.8778009,-1.9244905,0.3695798,0.10414105,-0.7554324,0.47517025,-0.2793609,0.41140064,-1.4977554,-1.0260844,0.74037182,0.30779183,0.08774943,1.0983458,0.97769466,-0.5356783,1.4244265,0.09250965,-1.1938346,0.08632742,-0.4796982,-0.6455571,-0.5979934,1.0658656,-0.8855682,0.67530655,-0.5812744,-1.1142691,0.7873999,-0.7753619,0.49041437,-0.5585033,-0.1994945,-0.3081609,-0.2859115,-0.2420518,-1.3370263,0.05085284,0.26648939,-0.4009079,-0.4388434,-0.9065363,-0.7732237,1.4406731,1.8142518,0.00147804,-0.990881,0.14625731,-1.3842647,-0.1718452,-2.3554356,0.59066562,0.03954459,-0.8245018,0.35308959,-1.1269899,-1.2228554,0.92092724,-0.1214364,-1.3564713,0.3425549,0.11931013,-1.4250016,Normal
-1.5906429,-0.1313082,2.1219362,0.25089083,-1.9738731,-0.3355342,-1.474342,-0.6819792,-0.872438,-1.1530096,-1.9095153,-0.3159951,-0.4717497,0.40771188,0.14151124,0.38656522,-0.0528827,0.96597614,0.36982337,-0.7069542,2.908034,0.77437373,0.82634991,-0.8923965,-0.0885534,1.631473,-0.7753563,-0.562341,-1.5894221,-0.7378883,-0.4896574,0.49390032,-0.3142543,-0.3870146,0.26628904,-0.720755,0.46295997,-0.9138382,0.45644609,1.0898483,1.0571911,-0.5144786,-1.6163819,-1.1254953,-1.0062178,2.1397455,-0.3712913,-0.8356605,-1.0602196,-0.0290965,-1.4030768,-0.5298034,-1.5451056,0.94269617,0.14490786,0.87053412,0.04279289,0.77092299,0.44990341,-0.1544817,-1.0634673,-1.0571044,0.20074569,0.64504726,0.26788028,-0.2006089,-0.5166416,1.3842613,-0.6881741,-1.8158315,-1.3866424,-0.410646,0.41770535,0.09746391,-0.7743004,-0.0887871,-2.0194547,-0.9312217,-0.7964694,-0.6538325,-1.7205388,0.32890192,-1.2140822,-0.9026898,-0.6185512,0.52362055,-1.9122185,-0.1583975,-0.2337072,2.1605722,-0.2700246,-1.0032709,Normal
-0.9769146,-0.1493913,1.8270092,-1.2746286,-1.1497794,-1.6653454,0.10722996,-0.1346413,-0.8526322,-1.1122089,-0.9684362,-1.4695518,-0.4925953,1.7409805,1.7670163,1.641888,-1.1296701,1.6549527,-1.551126,-0.0313776,1.2241874,-1.5711043,-0.5923583,0.04431236,0.10574006,1.4847154,-0.8939065,-0.2632716,-2.4425014,-1.2370017,-1.9283921,1.8606866,-1.1644696,-1.2526667,0.96571573,0.22353165,0.99028397,-1.4833229,-1.2928454,0.48504576,-0.5524614,-0.9981584,-2.0217059,-1.5687054,-0.1889017,2.0881892,-0.2920861,-0.3546317,-1.8291543,-0.86256,1.1862305,-0.4467593,-0.417838,-0.4261111,0.33694848,1.0513205,-1.432395,1.0346933,-0.6235364,0.50458129,-1.71838,-2.1513231,1.1679279,-0.8433007,-0.0161625,-0.5224143,-1.7861472,1.4376596,0.08180561,-0.4790354,0.16208059,-0.9575729,-0.8817238,0.22189259,-0.6471964,-1.4090818,-1.1722713,-1.314551,-1.2669519,-0.5542543,-0.4548852,0.96648062,-2.7449537,-2.2095255,0.46822736,1.1805768,-0.6596755,-0.3949899,-0.1913246,1.7040532,-0.262746,0.52249386,Normal
-1.7992959,-1.6283673,0.12046622,0.157383,0.09215689,-0.9855339,1.1428112,-1.6481858,-2.0218087,-2.020618,0.26353592,-0.8259453,-1.4471522,1.0622459,1.0970414,1.244916,-0.6068422,0.61293279,-0.3105897,-1.5162742,0.46366777,-0.3655336,-1.8655987,0.99426837,-0.313034,1.4670446,-1.9568294,-1.7316954,-0.6328638,-1.6506166,0.15816609,1.260665,-1.3972341,0.47244337,0.23277741,0.89830876,0.35644734,-0.314135,-1.5624387,0.92756239,0.66073184,-0.6428818,-0.8761876,-0.8701104,-1.4514621,0.45437965,-1.2654774,-1.5639223,-0.7977379,-2.2402066,0.75590479,-1.554835,0.58634803,-0.2449171,-1.3008557,1.1442559,-0.5005259,0.37656669,-0.0968034,1.2462882,-1.4093442,-0.1659483,1.405971,-0.2442339,-0.296598,-1.4027787,-0.3784108,1.2143766,-2.4830014,-3.182544,-1.968351,-1.7601588,0.81308815,0.04363213,-0.9940249,-0.7826271,-1.2946748,-1.3878562,-0.5119282,-1.5637715,-0.921976,1.3023161,-0.5974417,-0.1767962,1.075337,0.24724652,-1.2365209,0.44629964,-2.711405,2.1660008,0.85493237,1.2064917,Normal
-0.9101016,0.07452809,2.0709573,0.21092824,-0.5598567,-0.8480826,-0.9904472,0.14622028,-0.9654957,-1.19114,-0.0969528,-0.8360497,-0.6709757,0.67668509,0.00507847,0.62200517,-0.7543503,0.71156321,-0.4327593,-0.6980905,2.3648049,-0.1115334,0.59595113,-0.7599119,1.5601881,1.3999943,-0.6079416,-0.4774692,-1.740284,-1.1978295,-1.3505061,0.63939377,-1.4777251,-1.2448689,-0.3927448,-0.2204298,-0.1289274,-1.8590547,-0.6485184,0.85019677,-0.032257,-0.7817829,-1.5331146,-0.9479885,-0.7134763,1.2378532,-0.5995931,-1.7843663,-1.041757,-0.7689102,-0.1898762,-1.75144,0.56041044,-0.5102607,-0.3519741,-0.7262102,-1.39786,1.2412166,-0.7397141,0.21206322,-2.2353048,-1.1443692,0.23459714,-0.7369756,-0.6153968,-0.6400861,-1.6324916,1.3265413,-1.7842735,-0.6221823,-1.9712912,1.3399639,0.35555894,0.46312863,-0.9193353,-0.436401,-1.8485584,-1.0059182,-0.7094854,-1.0176254,-1.0975079,-0.0830427,-0.6645601,0.03763432,0.28202317,-0.1265834,-0.3158155,0.71427287,-1.003252,1.5194953,-0.4771243,-1.3928915,Normal
-0.7296247,-0.8030671,1.1066301,-2.0458384,0.07840973,-1.0037855,1.6557212,-0.7385481,-1.6127716,-0.4985471,-0.3059441,-0.4803742,-0.9796013,1.5598885,1.4268048,1.6395881,-1.0048182,1.0671739,-1.6522664,-0.605423,1.3755598,-1.3387416,-0.7481824,1.2724776,-0.3701202,0.53731975,-1.1403558,-1.0193658,-1.258686,-1.5189745,-1.6050559,1.3287188,-0.651383,-1.365499,0.91128042,1.6812897,0.74111269,-1.7432071,-0.7426696,0.84121711,1.0546765,-1.8177853,-1.159742,-0.6647664,-0.7873829,0.796628,-0.1749819,-0.8306164,-0.5995486,0.0314888,1.2943334,-1.1457464,1.2983184,-1.1630743,0.12149728,1.2721663,-2.3415249,1.4656008,-0.9889256,1.5009816,-0.9740947,-0.357774,1.3249448,-0.6295104,-1.5222793,-1.5472487,-0.5535933,1.6046042,-0.6027074,0.16139192,-0.4093742,-0.9902817,1.3849229,1.3252953,-2.0663482,-0.5934062,-0.465053,-1.2752674,0.25797077,-0.1650844,0.24938183,1.5777332,0.25821737,-1.9265237,2.3171548,1.3879994,-0.6518273,0.76922188,-0.2805698,1.2235346,1.1042509,0.77661929,Normal
-0.8690008,-1.4394042,0.92464356,-1.9240742,-2.48402,-1.3948336,0.90565062,-0.8398086,-1.220607,-0.3535026,-0.9725601,-1.7078501,-1.2575051,0.92675786,0.85359586,0.92847822,-1.9705165,1.6206497,-1.1709309,-0.4497944,1.4716043,-1.1664453,-0.3172791,0.95367638,-2.2330117,0.35895809,-0.4485854,-1.0440104,-0.5961679,-1.3486673,0.00646646,0.10499977,-2.1472118,-1.0342382,2.0700305,0.86643297,1.8631327,-0.1360687,-0.3336977,1.3016446,0.22737112,-0.8852021,-1.3719556,-0.3574755,-1.4159476,0.51536172,0.26161344,-0.2847781,-1.0827449,0.09847221,0.65106902,0.13497119,0.44960648,-1.014063,-0.631204,1.2750533,-0.5858651,0.20777116,-0.1687247,0.41244781,-0.9962871,-0.9199678,0.64032486,-0.2298471,-1.1736773,-0.556257,-0.6448679,1.0964264,0.98913111,-0.412827,0.47300223,-1.5597169,1.0633994,0.16409821,0.16535934,-0.508929,-1.302476,-0.4857408,-0.6717306,-1.1761102,-0.0319688,0.60374051,-0.4581206,-4.4322389,1.2662399,0.96574855,-2.7575101,0.28189486,-0.3367461,1.2322581,0.84208752,1.0865576,Normal
-0.8750619,-0.4592233,0.58872282,-0.7638293,-1.1027628,0.37101135,1.1653107,-1.0272368,-0.2898106,-0.2414835,-0.3057864,0.69250272,-0.262185,0.08463414,1.6022467,0.30920737,-0.1098189,0.84971341,-0.0330632,-0.8657429,0.90162296,0.48297383,-1.2041229,1.06604,-1.0945696,1.6286957,-0.4123937,-0.6759216,-0.5625269,-0.1660249,0.81599787,0.93818403,-0.9295602,-0.2561709,0.69704497,1.413118,0.81578616,-0.0347981,0.45132014,1.1012281,0.01565982,-0.4804165,-1.0880976,-0.7635745,-0.6352307,-0.7792012,-0.6228448,0.306351,-0.2880371,-0.4347707,1.7883751,-0.1533114,0.61062927,-1.4949937,-0.6289571,0.86234049,-0.3647656,0.56840281,-2.1339001,1.3218229,0.57073295,-0.3965938,1.8869113,0.7041324,-0.6905761,0.49261372,-0.3492522,1.1484231,0.55527724,-0.4960922,0.09982132,-1.2856921,0.13688896,1.0157003,-0.3968368,0.63145361,-0.8860085,0.47148261,-2.0285529,-0.335313,-2.8670286,1.2041791,-1.1848187,-0.2485755,0.90155624,2.1878952,-0.4319274,1.4660047,1.2993986,-0.3617746,0.72866605,1.9348937,Normal
-2.0889296,-2.1454035,0.80938268,-2.3253106,-1.4429096,-1.369129,0.99825301,-1.744827,-0.8685755,-1.3723567,0.60346677,-1.3510681,-1.9747986,-0.4338636,0.71162011,-0.2861558,-1.6968628,1.3562627,-0.9339545,-1.8464396,1.1756322,-0.8750738,-1.5730208,1.0051441,-1.1464418,-0.0470481,-1.4413155,-1.8445282,-1.0499732,-1.0360754,-0.5160295,-0.4015356,-2.6032607,-1.5649414,1.3233613,1.1266973,1.0014915,-0.8253585,-0.0591663,1.2744759,0.12864535,-1.8919346,-0.2133462,-0.6310016,-1.209055,-0.8282847,-2.0363288,-0.0606182,-0.2353176,-0.4931984,1.8950236,-0.6171643,0.5125459,-1.6059331,-3.2778442,1.5531981,-0.7073046,2.0426153,-1.517553,0.93086969,-1.1244089,0.81311451,1.6837709,-0.1168967,-0.881886,-0.4153072,0.37661024,2.0678292,0.48942586,-1.0678272,0.13741324,-1.3383485,0.93524737,1.2175424,-1.3733088,-1.0593159,-0.6911611,-0.0824794,-0.9911667,-0.3119863,-2.0486416,1.7237313,-0.9541281,-0.1975532,0.96863858,1.1709718,-0.8034601,1.1923483,-0.6485733,-0.2714434,0.94500343,0.79157121,Normal
0.19850231,-0.4078489,0.21420367,-0.3698551,0.25391159,-0.1751901,1.008798,0.13862291,0.02446631,0.69437597,0.05876156,0.03188948,-0.4194743,1.5753927,1.5810846,1.567531,0.09379084,-1.2039597,0.06720906,-0.5755093,-0.1937217,-1.4599733,-1.3584344,1.3921691,-1.3762119,1.7860717,-0.4399772,0.58334635,-0.270059,-0.7306639,0.49901174,0.92493351,-0.5540371,-0.8475122,1.5850826,1.4379516,1.6075099,0.07060622,-0.4566202,1.0694376,0.36785844,-0.9453173,-1.430693,-0.7553352,-0.3242374,-0.6577086,-2.242421,0.96127645,-1.3215498,0.00949043,1.2567745,-0.3392039,1.4351409,-0.3465478,-0.6691003,0.63265679,-0.7947688,0.93216034,-0.8083811,1.674318,0.1993174,-0.3743938,1.5236259,0.14268127,-1.5451003,-1.3756255,-1.6540169,1.1495826,-0.1599219,-0.0344756,-0.1547614,0.21052895,0.47140138,1.3756289,-0.6782617,-0.6445911,-0.3978006,-0.2516075,-0.0346533,0.44737972,-0.6328609,1.2642917,0.50611706,0.33711533,1.9244438,2.3817147,-0.6774677,1.5736368,1.6592973,-0.5528247,1.153332,1.595846,Normal
0.78081762,1.0916667,-0.5946455,0.52718391,1.1370466,0.80661808,-0.8555932,0.203462,0.80865661,0.11687936,0.46373965,1.4404208,0.8947811,-1.1380449,0.02655943,-1.2926317,0.66495058,0.07174824,0.13793301,1.5646811,-0.1393104,0.23093572,-0.9271313,-0.3685296,0.06513405,0.08772333,-0.0748609,1.6679289,0.96773973,0.40444008,0.66304155,-1.2688989,1.1125537,1.2773767,0.36144126,-0.8047391,-0.1788904,0.81529977,-0.6218034,-1.4834285,-0.6476189,-0.5750794,0.06939542,-0.2021457,0.2387236,-1.0844196,0.09908173,-0.1832164,0.53592515,0.89403127,-0.4251705,0.22301638,-0.0640896,-0.1009916,-1.8943575,-0.8932636,-0.9632505,0.58070671,-0.0880059,-1.2254285,1.572943,-1.5523286,-0.992283,0.3959024,0.45862348,-0.1211969,0.55008243,0.2507132,-1.9530043,-0.2518272,0.62991137,-0.3499835,-0.0498393,-0.2527473,1.2215151,0.71784858,0.99321338,-0.9791335,1.025778,-0.0995574,-0.997414,0.31743203,0.86565425,0.40575452,-0.3339145,-0.5642005,0.57113111,-3.3056628,-0.9271977,-1.6340396,-0.3254676,-0.653927,Normal
0.1306992,-0.5720133,1.3954226,-1.9541133,-1.6495829,-2.2242693,1.6759696,-0.2985891,-0.688418,-0.1200698,-0.7352202,-1.6383312,-0.7538223,1.6523186,1.4001952,1.6294891,-2.2982758,1.1665829,-2.7999068,-0.7480072,0.1061172,-1.8696766,-0.1249231,1.4635207,-0.6921126,0.43996697,-0.6327483,-0.8968117,-0.2703241,-1.9086491,-1.8699918,0.87351049,-0.6877291,-2.1311211,1.516038,1.7012083,1.4962642,-1.1359408,-1.275137,0.56473952,1.3806578,-1.75683,0.43672596,0.15719886,-1.077861,1.1208769,-0.3468605,-0.8476018,0.35811507,-0.4051267,0.9128513,-0.1528775,1.1482378,-1.7714839,0.08675427,1.3319213,-1.5669985,0.35131463,-1.10236,1.3583951,-0.897727,1.493699,0.72070622,-1.9623728,-3.455752,-1.6035553,0.55411115,0.73607366,0.08344257,0.1670202,0.22662195,-0.5141535,1.1992736,1.4447461,-1.5187843,-0.8062875,-0.1139468,-3.9235232,-1.8608108,-0.9372511,-0.6447046,0.52278993,-0.2378398,0.34720132,1.099205,1.6723041,-0.8815105,1.9131176,-0.0423853,1.3437853,1.5900132,0.74837111,Normal
-0.009567,-1.3538984,-0.2366935,-0.6335843,-0.2556431,-0.3843655,0.03102766,-0.4631432,-0.1587573,0.89037211,0.98729441,-1.2657298,-0.0390318,-1.9519039,-1.1326643,-2.0801338,-0.8574815,-2.3992745,0.70348975,0.48895794,-0.1653785,-0.5870066,-0.6758484,0.01980165,-0.3263267,-0.9310139,0.63907853,-1.1598899,1.9778917,-0.1037476,-0.1163698,-1.9458055,0.8438733,0.73000284,-0.1864327,0.40132541,-0.6321506,1.4086869,1.2791004,0.44574141,1.011785,0.97861822,0.32704103,0.67416063,-0.1269616,-2.3687139,0.74116087,-0.6391994,0.34433806,0.92213641,0.69442579,1.0156669,-0.0081262,-2.1892462,-2.6177482,-1.4861622,1.0495464,-0.2987033,0.65779741,-0.366817,0.93209261,-1.2160122,-0.1970625,1.1412455,-1.2792353,1.2769749,-1.3542104,-0.4392665,1.3601257,1.2122494,2.3608451,1.2592878,-1.9789529,-0.947659,0.93805205,-1.3970419,0.63157138,0.82636826,0.56966226,0.60532523,-0.8561958,0.62853456,0.06024913,-1.0801112,-0.3173671,0.3720229,0.33017338,0.39020616,-0.3798175,-1.4176337,0.51844012,0.47226411,Normal
-1.5793795,-1.813728,0.59786687,-1.965828,-0.2495962,-0.6354665,0.92727677,-1.4625004,-1.3885381,-1.0850447,0.58045266,-0.620783,-2.2224065,0.22792686,0.9039346,0.11680392,-1.0143843,0.81675227,-0.9515143,-1.7976259,2.241807,0.01222315,-1.8735409,1.0851556,-0.0659334,0.33993007,-1.0315575,-1.5557752,0.34371332,-0.6150374,0.84499381,0.05334698,-1.1056835,-0.7229345,0.28479072,1.2538585,0.23220385,-0.8183273,0.49408478,1.5684024,0.5582808,-0.4731862,0.32065263,0.04445019,-1.9903714,-0.2763308,-0.9198548,-1.3035215,0.09564351,-1.4861499,1.6395739,-0.6014834,0.56500612,-0.1161851,-1.998381,0.64626375,0.17215785,2.1305018,-0.0653921,1.0748761,0.1655834,0.65424408,1.5180675,-0.4863229,-1.1737869,0.07679408,-0.3833709,1.5642176,-2.3310634,-0.7691906,0.00401625,-0.3357814,1.5181776,0.76051246,0.26020386,-0.2523008,0.19623395,0.21880193,0.15631051,-1.0690085,-0.8547845,1.5270568,-2.1650725,-0.889033,1.9352013,0.93968783,-0.0078743,1.165615,-1.2155026,-1.1249709,1.1801378,1.632106,Normal
-0.2894221,-0.3456964,1.0945865,-0.4736362,0.10560968,0.29913647,0.96390257,-0.1774414,0.26881852,0.40313058,-0.6785899,0.62558124,-0.50434,0.9919846,1.3270073,0.87109171,-0.1318293,0.78242111,-0.6132953,-0.2747354,0.35171586,-0.0379016,-0.3744738,1.0237215,-0.8774778,0.68343077,-0.6457886,-0.579238,-1.1604373,-0.0964063,0.63233264,0.48077915,-0.4663713,-0.4419973,2.3731583,1.0336894,2.2466871,-0.0147058,0.02230771,1.6593,0.70977109,-0.3719213,-0.59475,-1.6743188,-0.3651861,0.70695665,-1.1856196,0.52059379,-0.9284419,0.01371789,1.0632764,-0.333848,1.5514758,-2.1759598,0.57936907,0.14943591,-0.2451911,1.1626266,-0.4674267,1.1635521,0.29983632,-1.8779146,1.2221062,-0.5750618,-0.9197936,-0.2102246,-1.1212714,1.0054668,0.12393555,-0.2459713,-0.0886667,1.0662086,0.83169281,0.94822199,-0.5106227,-1.2626279,-0.7449508,0.47836068,-0.5589903,0.01860202,-0.166973,1.0303322,-0.1286663,-1.2430831,1.1316888,1.6638476,-0.4520472,1.0446207,-0.0979128,0.89360441,1.1974889,1.6675622,Normal
